,street,number,postal_code,neighbourhood,region,latitude,longitude,name
903,Tollbugata,11,152,St. Hanshaugen,Oslo,59.910035,10.746311,Tollbugata 11
904,Ludvig Karstens Vei,4,1064,Ellingsrud,Oslo,59.93447,10.925264,Ludvig Karstens Vei 4
905,Åsengata,42,480,Torshov,Oslo,59.939503,10.773713,Åsengata 42
906,Hieronymus Heyerdahls Gate,1,160,Vika,Oslo,59.911776,10.734504,Hieronymus Heyerdahls Gate 1
907,Vogts gate,46,477,Torshov,Oslo,59.934497,10.764116,Vogts gate 46
908,Jernbanetorget,1,154,St. Hanshaugen,Oslo,59.910871,10.750735,Jernbanetorget 1
909,Rådhusgata,32,151,St. Hanshaugen,Oslo,59.910205,10.738916,Rådhusgata 32
910,Thorvald Meyers Gate,30,555,Fredensborg,Oslo,59.925017,10.759724,Thorvald Meyers Gate 30
911,Ekebergveien,235,1162,Ekebergveien,Oslo,59.861082,10.799914,Ekebergveien 235
912,Dronning Eufemias Gate,32,191,Vaterland,Oslo,59.907486,10.760352,Dronning Eufemias Gate 32
913,Hegdehaugsveien,26,352,Homansbyen,Oslo,59.921099,10.72735,Hegdehaugsveien 26
914,Jens Bjelkes gate,9B,562,Enerhaugen,Oslo,59.918982,10.763793,Jens Bjelkes gate 9B
915,,,0,,Oslo,59.99077,10.627177,Zinoberveien 21
916,Torggata,11,181,hammer,Oslo,59.914047,10.748477,Torggata 11
917,Dronningens gate,27,154,St. Hanshaugen,Oslo,59.912364,10.747907,Dronningens gate 27
918,Bogstadveien,53A,366,Majorstuen,Oslo,59.929534,10.71416,Bogstadveien 53A
919,Rådhusgata,27,158,Vika,Oslo,59.911155,10.735915,Rådhusgata 27
920,,,0,Torshov,Oslo,59.934733,10.761387,Myrens Verksted
921,Vestgrensa,2,851,Blindernveien,Oslo,59.94079,10.729133,Vestgrensa 2
922,,,0,Vika,Oslo,59.91229,10.731867,Olav Vs plass
923,Parkveien,12,350,Homansbyen,Oslo,59.920818,10.728916,Parkveien 12
924,Kongeveien,5,787,Holmenkollen,Oslo,59.962632,10.666289,Kongeveien 5
925,Dronning Eufemias gate,16,191,Vaterland,Oslo,59.908252,10.758949,Dronning Eufemias gate 16
926,Grønlandsleiret,61,190,Grønland,Oslo,59.909614,10.768084,Grønlandsleiret 61
927,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
928,Grorudveien,5,962,Ammerud,Oslo,59.958631,10.882408,Grorudveien 5
929,Henny Mürers gang,3,150,Vaterland,Oslo,59.908179,10.754304,Henny Mürers gang 3
930,Trygve Lies Plass,1,1051,Lindeberg,Oslo,59.942157,10.897744,Trygve Lies Plass 1
931,Tjuvholmen allé,6,252,Aker Brygge,Oslo,59.908503,10.722822,Tjuvholmen allé 6
932,Normannsgata,5,655,Grønland,Oslo,59.908747,10.78001,Normannsgata 5
933,Frognerveien,12,263,Briskeby,Oslo,59.916532,10.713442,Frognerveien 12
934,Karl Johans gate,35,162,Vika,Oslo,59.914121,10.738150000000001,Karl Johans gate 35
935,Nydalsveien,28,484,Nydalen,Oslo,59.94973,10.76402,Nydalsveien 28
936,Maridalsveien,17,178,Fredensborg,Oslo,59.922637,10.751986,Maridalsveien 17
937,Edvard Munchs plass,1,194,St. Hanshaugen,Oslo,59.906166,10.755419,Edvard Munchs plass 1
938,Bentsegata,2,465,Torshov,Oslo,59.937981,10.756819,Bentsegata 2
939,Sandakerveien,106,484,Torshov,Oslo,59.945217,10.771976,Sandakerveien 106
940,Møllergata,10,179,hammer,Oslo,59.9144,10.747041,Møllergata 10
941,Stranden,39,250,Aker Brygge,Oslo,59.90964,10.726513,Stranden 39
942,Operagata,36,194,Vaterland,Oslo,59.906678,10.759956,Operagata 36
943,Stenbråtveien,81,1283,Ostmarkkapellet,Oslo,59.853338,10.821589,Stenbråtveien 81
944,,,0,hammer,Oslo,59.918963,10.747563,Fredensborgveien 24
945,Valkyriegata,21B,366,Majorstuen,Oslo,59.930147,10.715897,Valkyriegata 21B
946,Rådhusgata,27,158,Vika,Oslo,59.911155,10.735915,Rådhusgata 27
947,Mariboes Gate,7,183,hammer,Oslo,59.916377,10.750818,Mariboes Gate 7
948,,,0,Lambertseter,Oslo,59.874324,10.810704,Lambertseter senter
949,Fossumberget,49,983,Høybråten,Oslo,59.959257,10.933117,Fossumberget 49
950,Langbølgen,9,1150,Lambertseter,Oslo,59.87297,10.811539,Langbølgen 9
951,Grønlandsleiret,10,190,Vaterland,Oslo,59.912518,10.765009,Grønlandsleiret 10
952,Sandakerveien,22,473,Torshov,Oslo,59.934002,10.760349,Sandakerveien 22
953,Tore Hals Mejdells Vei,5,751,Rud,Oslo,59.946176,10.643484,Tore Hals Mejdells Vei 5
954,Lille Bislett,6,170,Homansbyen,Oslo,59.923362,10.733265,Lille Bislett 6
955,Grønlandsleiret,46,190,Grønland,Oslo,59.908817,10.768454,Grønlandsleiret 46
956,Københavngata,2,553,Fredensborg,Oslo,59.92474,10.76284,Københavngata 2
957,Bygdøyveien,62,287,Bygdøy,Oslo,59.910406,10.68118,Bygdøyveien 62
958,Garver Ytteborgs Vei,98,977,Høybråten,Oslo,59.953134,10.908127,Garver Ytteborgs Vei 98
959,Parkveien,1A,350,Homansbyen,Oslo,59.922465,10.73182,Parkveien 1A
960,Toftes Gate,19,556,Torshov,Oslo,59.929486,10.76055,Toftes Gate 19
961,Elisenbergveien,19A,265,Gimlé,Oslo,59.918675,10.705854,Elisenbergveien 19A
962,Youngs Gate,4,181,hammer,Oslo,59.914549,10.751016,Youngs Gate 4
963,Underhaugsveien,28,354,Homansbyen,Oslo,59.923859,10.726099,Underhaugsveien 28
964,Parkveien,64,254,Ruselokka,Oslo,59.914373,10.721731,Parkveien 64
965,Munkedamsveien,14,250,Vika,Oslo,59.913236,10.729625,Munkedamsveien 14
966,Konghellegata,5,569,Sindsen,Oslo,59.929735,10.779664,Konghellegata 5
967,Maridalsveien,4B,178,hammer,Oslo,59.919662,10.751164,Maridalsveien 4B
968,Dronning Eufemias gate,23,194,Vaterland,Oslo,59.907545,10.758183,Dronning Eufemias gate 23
969,Stovner Senter,3,985,Høybråten,Oslo,59.961789,10.923727,Stovner Senter 3
970,Frydenlundgata,2A,169,Homansbyen,Oslo,59.923318,10.736149,Frydenlundgata 2A
971,Fredriksborgveien,16,286,Bygdøy,Oslo,59.90343,10.688032,Fredriksborgveien 16
972,Stenersgata,1,50,Vaterland,Oslo,59.913019,10.752913,Stenersgata 1
973,Tvetenveien,150,671,Bryn,Oslo,59.913836,10.841898,Tvetenveien 150
974,Frognerveien,33,263,Briskeby,Oslo,59.918948,10.710067,Frognerveien 33
975,Dronning Eufemias Gate,28,191,Vaterland,Oslo,59.907732,10.759354,Dronning Eufemias Gate 28
976,Thorvald Meyers Gate,65,552,Enerhaugen,Oslo,59.921757,10.758439,Thorvald Meyers Gate 65
977,Waldemar Thranes Gate,9,171,Fredensborg,Oslo,59.924358,10.742076,Waldemar Thranes Gate 9
978,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
979,Operagata,13,194,Vaterland,Oslo,59.907073,10.755980000000001,Operagata 13
980,Trondheimsveien,16,560,Enerhaugen,Oslo,59.91976,10.765393,Trondheimsveien 16
981,Nordstrandveien,32,1163,Ekebergveien,Oslo,59.861105,10.795853,Nordstrandveien 32
982,Ullevålsveien,1,165,hammer,Oslo,59.918116,10.74375,Ullevålsveien 1
983,Grønlandsleiret,1,190,Vaterland,Oslo,59.912581,10.762854,Grønlandsleiret 1
984,Youngstorget,2,181,hammer,Oslo,59.914553,10.749678,Youngstorget 2
985,Hovinveien,39,661,Tøyen,Oslo,59.920044,10.791074,Hovinveien 39
986,,,0,Grønland,Oslo,59.911238,10.766678,Storgaten legeklinikk
987,Dronning Eufemias gate,11,150,Vaterland,Oslo,59.908275,10.755151,Dronning Eufemias gate 11
988,Sandakerveien,72,484,Torshov,Oslo,59.942374,10.769046,Sandakerveien 72
989,Balchens gate,5,265,Skillebekk,Oslo,59.918421,10.70795,Balchens gate 5
990,Tøyengata,2,190,Vaterland,Oslo,59.91278,10.76392,Tøyengata 2
991,Markveien,57,550,hammer,Oslo,59.919955,10.757219,Markveien 57
992,Pilestredet,63D,350,Homansbyen,Oslo,59.924194,10.73106,Pilestredet 63D
993,Søndre Gate,8,550,hammer,Oslo,59.918712,10.758256,Søndre Gate 8
994,Torggata,16B,181,hammer,Oslo,59.915926,10.751005,Torggata 16B
995,Professor Birkelands Vei,27,1081,Lindeberg,Oslo,59.940839,10.882873,Professor Birkelands Vei 27
996,Øvre Slottsgate,16,157,St. Hanshaugen,Oslo,59.913084,10.742608,Øvre Slottsgate 16
997,Ekebergveien,99,1181,Ekeberg,Oslo,59.892147,10.774622,Ekebergveien 99
998,Parkveien,13,350,Homansbyen,Oslo,59.921776,10.730371,Parkveien 13
999,Karl Johans Gate,25,159,Vika,Oslo,59.913308,10.741004,Karl Johans Gate 25
1000,Torggata,34,183,hammer,Oslo,59.917275,10.753586,Torggata 34
1001,Bøkkerveien,4,579,Økern,Oslo,59.92698,10.793998,Bøkkerveien 4
1002,Klingenberggata,12,161,Vika,Oslo,59.913359,10.732011,Klingenberggata 12
1003,Frognerstranda,4,250,Skillebekk,Oslo,59.910364,10.705465,Frognerstranda 4
1004,Dronning Eufemias Gate,14,191,Vaterland,Oslo,59.908205,10.757843,Dronning Eufemias Gate 14
1005,Storgata,53,182,hammer,Oslo,59.916638,10.757231,Storgata 53
1006,Lakkegata,55,187,Enerhaugen,Oslo,59.916934,10.762468,Lakkegata 55
1007,Niels Juels Gate,29,257,Ruselokka,Oslo,59.916475,10.714738,Niels Juels Gate 29
1008,Stovner Senter,3,985,Høybråten,Oslo,59.961789,10.923727,Stovner Senter 3
1009,Langbølgen,3,1150,Lambertseter,Oslo,59.873363,10.811722,Langbølgen 3
1010,Middelthuns gate,25F,368,Majorstuen,Oslo,59.928541,10.710054,Middelthuns gate 25F
1011,C. J. Hambros Plass,7,164,hammer,Oslo,59.915971,10.740752,C. J. Hambros Plass 7
1012,Hegdehaugsveien,36,352,Homansbyen,Oslo,59.9235,10.725313,Hegdehaugsveien 36
1013,Thorvald Meyers Gate,43,555,Fredensborg,Oslo,59.924406,10.758889,Thorvald Meyers Gate 43
1014,Sandakerveien,72,484,Torshov,Oslo,59.942374,10.769046,Sandakerveien 72
1015,Nedre Prinsdals Vei,77,1263,Holmlia,Oslo,59.83362,10.807451,Nedre Prinsdals Vei 77
1016,Frognerveien,58,266,Briskeby,Oslo,59.922323,10.704395,Frognerveien 58
1017,Møllerveien,4,182,Fredensborg,Oslo,59.92135,10.751861,Møllerveien 4
1018,Henrik Ibsens gate,90,255,Ruselokka,Oslo,59.914573,10.719421,Henrik Ibsens gate 90
1019,Nedre Slottsgate,8,157,St. Hanshaugen,Oslo,59.91216,10.742763,Nedre Slottsgate 8
1020,Lilleakerveien,16,283,Skøyen,Oslo,59.917405,10.636047,Lilleakerveien 16
1021,Rathkes gate,9A,558,Enerhaugen,Oslo,59.920591,10.763228999999999,Rathkes gate 9A
1022,Lofsrudveien,6,1281,Dal,Oslo,59.848419,10.829194,Lofsrudveien 6
1023,Møllergata,8,179,hammer,Oslo,59.914181,10.746586,Møllergata 8
1024,Markveien,50C,554,Fredensborg,Oslo,59.920755,10.758145,Markveien 50C
1025,,,0,Ryen,Oslo,59.893547,10.805305,Ryensvingen 3
1026,Frederik Stangs gate,46C,264,Skillebekk,Oslo,59.918753,10.708768,Frederik Stangs gate 46C
1027,Bogstadveien,58,366,Majorstuen,Oslo,59.928143,10.717387,Bogstadveien 58
1028,Hallagerbakken,108,1256,Holmlia,Oslo,59.84137,10.792825,Hallagerbakken 108
1029,Thorvald Meyers gate,76A,550,Enerhaugen,Oslo,59.919405,10.759701,Thorvald Meyers gate 76A
1030,Markveien,58,550,hammer,Oslo,59.918985,10.757479,Markveien 58
1031,Josefines gate,23,351,Homansbyen,Oslo,59.923094,10.725904,Josefines gate 23
1032,Trondheimsveien,139B,570,Sindsen,Oslo,59.929546,10.77833,Trondheimsveien 139B
1033,Karl Johans Gate,25,159,Vika,Oslo,59.913308,10.741004,Karl Johans Gate 25
1034,Sofienberggata,15,558,Enerhaugen,Oslo,59.922237,10.76135,Sofienberggata 15
1035,Vogts Gate,38,474,Torshov,Oslo,59.933265,10.763167,Vogts Gate 38
1036,Langgata,2B,566,Enerhaugen,Oslo,59.924067,10.768339,Langgata 2B
1037,Stranden,3,250,Aker Brygge,Oslo,59.910171,10.727808,Stranden 3
1038,Jernbanetorget,6,154,St. Hanshaugen,Oslo,59.911864,10.751097,Jernbanetorget 6
1039,Møllergata,8,179,hammer,Oslo,59.914181,10.746586,Møllergata 8
1040,President Harbitz' gate,4,259,Briskeby,Oslo,59.918836,10.715629,President Harbitz' gate 4
1041,Calmeyers Gate,8,183,hammer,Oslo,59.916042,10.753529,Calmeyers Gate 8
1042,Fossumberget,49,983,Høybråten,Oslo,59.959257,10.933117,Fossumberget 49
1043,Hammersborg Torg,3,179,hammer,Oslo,59.916881,10.749177,Hammersborg Torg 3
1044,Bankplassen,1,151,St. Hanshaugen,Oslo,59.90892,10.742104,Bankplassen 1
1045,Ekebergveien,103,1178,Ekeberg,Oslo,59.891199,10.775637,Ekebergveien 103
1046,Sørkedalsveien,3B,369,Majorstuen,Oslo,59.930332,10.712859,Sørkedalsveien 3B
1047,Drammensveien,130,277,Gimlé,Oslo,59.921455,10.688035,Drammensveien 130
1048,Vitaminveien,7,485,Nydalen,Oslo,59.947301,10.773794,Vitaminveien 7
1049,Refstadveien,44,589,Tonsenhagen,Oslo,59.942033,10.808013,Refstadveien 44
1050,Rosenbergveien,,0,Ammerud,Oslo,59.960448,10.880478,Grorud senter
1051,Thereses gate,20A,168,Bislett,Oslo,59.92909,10.733033,Thereses gate 20A
1052,Refstadveien,27,589,Tonsenhagen,Oslo,59.941297,10.810886,Refstadveien 27
1053,,,0,Bislett,Oslo,59.931129,10.734427,Brageveien 2
1054,Industrigata,36,357,Briskeby,Oslo,59.926046,10.719707,Industrigata 36
1055,Østensjøveien,79,667,Bryn,Oslo,59.903192,10.822458,Østensjøveien 79
1056,Rosenbergveien,,0,Ammerud,Oslo,59.960448,10.880478,Grorud senter
1057,Skovveien,4,257,Ruselokka,Oslo,59.915809,10.715559,Skovveien 4
1058,Akershusstranda,11,150,Vika,Oslo,59.907893,10.733983,Akershusstranda 11
1059,Torggata,11,181,hammer,Oslo,59.914047,10.748477,Torggata 11
1060,Silurveien,46,380,Smedstad,Oslo,59.932862,10.656952,Silurveien 46
1061,Ruseløkkveien,3,251,Vika,Oslo,59.914241,10.728994,Ruseløkkveien 3
1062,Thorvald Meyers Gate,18,555,Torshov,Oslo,59.928204,10.759281,Thorvald Meyers Gate 18
1063,Tjuvholmen Allé,15,252,Aker Brygge,Oslo,59.907337,10.721021,Tjuvholmen Allé 15
1064,Steinhammerveien,6A,1177,Bekkelaget,Oslo,59.878744,10.787175,Steinhammerveien 6A
1065,Parkveien,78,254,Filipstad,Oslo,59.912305,10.719155,Parkveien 78
1066,Maridalsveien,17,178,Fredensborg,Oslo,59.922637,10.751986,Maridalsveien 17
1067,Parkveien,12,350,Homansbyen,Oslo,59.920818,10.728916,Parkveien 12
1068,Arilds Vei,2,491,Kjelsås,Oslo,59.956561,10.789753,Arilds Vei 2
1069,Waldemar Thranes gate,65A,173,Fredensborg,Oslo,59.927789,10.749195,Waldemar Thranes gate 65A
1070,Cort Adelers gate,2,254,Ruselokka,Oslo,59.914655,10.720815,Cort Adelers gate 2
1071,Jernbanetorget,1,154,St. Hanshaugen,Oslo,59.910871,10.750735,Jernbanetorget 1
1072,Bogstadveien,66,366,Majorstuen,Oslo,59.928664,10.715726,Bogstadveien 66
1073,Møllergata,42,179,hammer,Oslo,59.918025,10.750607,Møllergata 42
1074,Torggata,17B,183,hammer,Oslo,59.916183,10.751991,Torggata 17B
1075,Sørkedalsveien,10,369,Majorstuen,Oslo,59.930724,10.709959,Sørkedalsveien 10
1076,Sørkedalsveien,1,369,Majorstuen,Oslo,59.929923,10.713789,Sørkedalsveien 1
1077,Geitmyrsveien,57,455,Ila,Oslo,59.93118,10.742734,Geitmyrsveien 57
1078,Jernbanetorget,6,154,St. Hanshaugen,Oslo,59.911864,10.751097,Jernbanetorget 6
1079,Østensjøveien,79,667,Bryn,Oslo,59.903192,10.822458,Østensjøveien 79
1080,Welhavens gate,2C,166,hammer,Oslo,59.919639,10.733846,Welhavens gate 2C
1081,Holmens Gate,5,250,Aker Brygge,Oslo,59.910309,10.725597,Holmens Gate 5
1082,Brobekkveien,80,582,Økern,Oslo,59.93206,10.831542,Brobekkveien 80
1083,Torggata,9,181,St. Hanshaugen,Oslo,59.913928,10.748213,Torggata 9
1084,Nedre Kalbakkvei,2,950,Ammerud,Oslo,59.951422,10.867129,Nedre Kalbakkvei 2
1085,Bryggetorget,14,250,Aker Brygge,Oslo,59.909345,10.724432,Bryggetorget 14
1086,Hammersborggata,9,181,hammer,Oslo,59.915036,10.752189,Hammersborggata 9
1087,Bøkkerveien,4,579,Økern,Oslo,59.92698,10.793998,Bøkkerveien 4
1088,Tullins gate,5,166,hammer,Oslo,59.918258,10.7344,Tullins gate 5
1089,Fredensborgveien,22,177,hammer,Oslo,59.918547,10.747854,Fredensborgveien 22
1090,Maridalsveien,153,461,Torshov,Oslo,59.937536,10.756509,Maridalsveien 153
1091,Kongens Gate,8,153,St. Hanshaugen,Oslo,59.910205,10.7421,Kongens Gate 8
1092,Ole Vigs Gate,22,366,Majorstuen,Oslo,59.928427,10.719482,Ole Vigs Gate 22
1093,Sommerrogata,1,255,Ruselokka,Oslo,59.915245,10.719612,Sommerrogata 1
1094,Hegdehaugsveien,36,352,Homansbyen,Oslo,59.9235,10.725313,Hegdehaugsveien 36
1095,Rådhusbrygge 2,1,160,Vika,Oslo,59.909989,10.732819,Rådhusbrygge 2 1
1096,Strømsveien,241,668,Tveita,Oslo,59.924659,10.843525,Strømsveien 241
1097,Bøkkerveien,4,579,Økern,Oslo,59.92698,10.793998,Bøkkerveien 4
1098,Monrads gate,1C,577,Enerhaugen,Oslo,59.915592,10.773451,Monrads gate 1C
1099,Erich Mogensøns Vei,38,594,Erich Mogensøns Vei,Oslo,59.943242,10.835478,Erich Mogensøns Vei 38
1100,Stockfleths Gate,51,461,Ila,Oslo,59.936501,10.752521999999999,Stockfleths Gate 51
1101,Munkedamsveien,29,250,Aker Brygge,Oslo,59.91217,10.726725,Munkedamsveien 29
1102,Toftes gate,20B,556,Torshov,Oslo,59.928362,10.761482,Toftes gate 20B
1103,Trollvannsveien,3,490,Kjelsås,Oslo,59.961718,10.80608,Trollvannsveien 3
1104,Vitaminveien,31,485,Nydalen,Oslo,59.947235,10.77158,Vitaminveien 31
1105,,,0,,Oslo,60.041422,10.755485,Øyungsdammen Ø
1106,Kirkeveien,104A,361,Bislett,Oslo,59.933434,10.725707,Kirkeveien 104A
1107,Waldemar Thranes Gate,32,171,Fredensborg,Oslo,59.925006,10.742655,Waldemar Thranes Gate 32
1108,Hesselbergs gate,6A,555,Torshov,Oslo,59.927938,10.761656,Hesselbergs gate 6A
1109,Sørkedalsveien,10,369,Majorstuen,Oslo,59.930724,10.709959,Sørkedalsveien 10
1110,Thorvald Meyers gate,27A,555,Fredensborg,Oslo,59.926834,10.758914,Thorvald Meyers gate 27A
1111,Dronning Eufemias Gate,14,191,Vaterland,Oslo,59.908205,10.757843,Dronning Eufemias Gate 14
1112,Elisenbergveien,22,265,Gimlé,Oslo,59.919033999999996,10.706062,Elisenbergveien 22
1113,Fjordalléen,4,250,Aker Brygge,Oslo,59.909137,10.725161,Fjordalléen 4
1114,Rådhusgata,28,151,St. Hanshaugen,Oslo,59.909831,10.740738,Rådhusgata 28
1115,,,0,Bøler,Oslo,59.891523,10.854906,Østmarkveien
1116,Østre Aker Vei,243,976,Ammerud,Oslo,59.953823,10.892411,Østre Aker Vei 243
1117,Bogstadveien,30B,355,Briskeby,Oslo,59.92601,10.72065,Bogstadveien 30B
1118,St. Halvards gate,33,192,Gamle Oslo,Oslo,59.906048,10.77516,St. Halvards gate 33
1119,Vitaminveien,7,485,Nydalen,Oslo,59.947301,10.773794,Vitaminveien 7
1120,Tollbugata,7,152,St. Hanshaugen,Oslo,59.909927,10.746559,Tollbugata 7
1121,Torggata,18,181,hammer,Oslo,59.916126,10.751136,Torggata 18
1122,Hauketoveien,8,1266,Hauketo,Oslo,59.84701,10.804407,Hauketoveien 8
1123,Thorvald Meyers gate,23A,555,Fredensborg,Oslo,59.927393,10.758764,Thorvald Meyers gate 23A
1124,Schweigaards gate,10,185,Vaterland,Oslo,59.911683,10.758148,Schweigaards gate 10
1125,Briskebyveien,31,260,Briskeby,Oslo,59.922319,10.715401,Briskebyveien 31
1126,Erich Mogensøns Vei,38,594,Erich Mogensøns Vei,Oslo,59.943242,10.835478,Erich Mogensøns Vei 38
1127,Lilleakerveien,16,283,Skøyen,Oslo,59.917405,10.636047,Lilleakerveien 16
1128,Tevlingveien,17,1081,Lindeberg,Oslo,59.930863,10.868669,Tevlingveien 17
1129,Henrik Ibsens gate,100,255,Ruselokka,Oslo,59.914153,10.718812,Henrik Ibsens gate 100
1130,,,0,Ekebergveien,Oslo,59.860841,10.802908,Sæter torg
1131,Søndre Gate,8,550,hammer,Oslo,59.918712,10.758256,Søndre Gate 8
1132,Dronning Eufemias gate,16,191,Vaterland,Oslo,59.908252,10.758949,Dronning Eufemias gate 16
1133,Sørengkaia,99,194,St. Hanshaugen,Oslo,59.902836,10.753338,Sørengkaia 99
1134,Sognsveien,75,855,Sogn,Oslo,59.948522,10.734687,Sognsveien 75
1135,Pasoplia,5,1279,Rønning,Oslo,59.842154,10.845451,Pasoplia 5
1136,Thereses gate,51C,354,Homansbyen,Oslo,59.926065,10.730818,Thereses gate 51C
1137,Holmlia Senter Vei,10,1255,Holmlia,Oslo,59.834355,10.795301,Holmlia Senter Vei 10
1138,Tøyengata,29B,578,Enerhaugen,Oslo,59.914258,10.768426,Tøyengata 29B
1139,Olaf Ryes Plass,10,552,Fredensborg,Oslo,59.923498,10.758055,Olaf Ryes Plass 10
1140,Østre Aker Vei,243,976,Ammerud,Oslo,59.953823,10.892411,Østre Aker Vei 243
1141,Ekebergveien,11,192,Gamle Oslo,Oslo,59.902082,10.77383,Ekebergveien 11
1142,Sundveien,1,198,Bekkelaget,Oslo,59.873483,10.755443,Sundveien 1
1143,Hegdehaugsveien,22B,167,Homansbyen,Oslo,59.920229,10.729995,Hegdehaugsveien 22B
1144,,,0,Aker Brygge,Oslo,59.910135,10.728725,Aker brygge
1145,Dronning Eufemias Gate,14,191,Vaterland,Oslo,59.908205,10.757843,Dronning Eufemias Gate 14
1146,Tokerudberget,16,986,Høybråten,Oslo,59.964208,10.927202,Tokerudberget 16
1147,Torggata,11,181,hammer,Oslo,59.914047,10.748477,Torggata 11
1148,Søndre Gate,8,550,hammer,Oslo,59.918712,10.758256,Søndre Gate 8
1149,Fredensborgveien,22,177,hammer,Oslo,59.918547,10.747854,Fredensborgveien 22
1150,Vogts gate,64,477,Torshov,Oslo,59.936102,10.765475,Vogts gate 64
1151,Kongens Gate,23,153,St. Hanshaugen,Oslo,59.911713,10.743125,Kongens Gate 23
1152,Ekebergveien,230,1166,Ekebergveien,Oslo,59.860378,10.801237,Ekebergveien 230
1153,Balchens gate,5,265,Skillebekk,Oslo,59.918421,10.70795,Balchens gate 5
1154,Lerkeveien,2G,1053,Ammerud,Oslo,59.947286,10.889356,Lerkeveien 2G
1155,Kirkegata,15,153,St. Hanshaugen,Oslo,59.910246,10.743444,Kirkegata 15
1156,,,0,Vaterland,Oslo,59.913104,10.761445,Kiwi Grønland 18
1157,Stenbråtveien,91,1283,Ostmarkkapellet,Oslo,59.854434,10.820128,Stenbråtveien 91
1158,Grønland,12,188,Vaterland,Oslo,59.913307,10.760468,Grønland 12
1159,Munkedamsveien,29,250,Aker Brygge,Oslo,59.91217,10.726725,Munkedamsveien 29
1160,Langbølgen,3,1150,Lambertseter,Oslo,59.873363,10.811722,Langbølgen 3
1161,,,0,Bøler,Oslo,59.891523,10.854906,Østmarkveien
1162,St. Olavs plass,2,165,hammer,Oslo,59.918231,10.740283999999999,St. Olavs plass 2
1163,Disengrenda,24H,587,Grefsen,Oslo,59.942813,10.799466,Disengrenda 24H
1164,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
1165,Myntgata,2,151,Vika,Oslo,59.90909,10.738471,Myntgata 2
1166,Nedre Slottsgate,8,157,St. Hanshaugen,Oslo,59.91216,10.742763,Nedre Slottsgate 8
1167,Normannsgata,5,655,Grønland,Oslo,59.908747,10.78001,Normannsgata 5
1168,Lørenveien,60,585,Økern,Oslo,59.929358,10.797274999999999,Lørenveien 60
1169,Odins gate,1B,266,Gimlé,Oslo,59.91897,10.704617,Odins gate 1B
1170,Nydalsveien,33,484,Nydalen,Oslo,59.949113,10.766375,Nydalsveien 33
1171,Hagegata,22,653,Grønland,Oslo,59.914421,10.775439,Hagegata 22
1172,Vogts Gate,38,474,Torshov,Oslo,59.933265,10.763167,Vogts Gate 38
1173,Rådhusgata,32,151,St. Hanshaugen,Oslo,59.910205,10.738916,Rådhusgata 32
1174,Tullins Gate,2,166,hammer,Oslo,59.918366,10.735036,Tullins Gate 2
1175,,,0,Briskeby,Oslo,59.927584,10.698691,Nr. 12: Gutteslagsmål
1176,Dronningens gate,25,154,St. Hanshaugen,Oslo,59.911391,10.747044,Dronningens gate 25
1177,Trygve Lies Plass,1,1051,Lindeberg,Oslo,59.942157,10.897744,Trygve Lies Plass 1
1178,Arendalsgata,14,463,Torshov,Oslo,59.937816,10.754056,Arendalsgata 14
1179,Frognerveien,1A,257,Ruselokka,Oslo,59.915147,10.717611,Frognerveien 1A
1180,Rådhusgata,32,151,St. Hanshaugen,Oslo,59.910205,10.738916,Rådhusgata 32
1181,Storgata,45,182,hammer,Oslo,59.915598,10.755663,Storgata 45
1182,Underhaugsveien,28,354,Homansbyen,Oslo,59.923859,10.726099,Underhaugsveien 28
1183,Vækerøveien,195C,751,Rud,Oslo,59.946182,10.642804,Vækerøveien 195C
1184,Thorvald Meyers gate,14,555,Torshov,Oslo,59.928838999999996,10.759431,Thorvald Meyers gate 14
1185,Kongens Gate,8,153,St. Hanshaugen,Oslo,59.910205,10.7421,Kongens Gate 8
1186,Kirkeveien,59,364,Majorstuen,Oslo,59.928942,10.716447,DNB Majorstua
1187,Haakon VII''s Gate,6,161,Vika,Oslo,59.913406,10.730713,Haakon VII''s Gate 6
1188,Youngstorget,1,181,hammer,Oslo,59.914781,10.75012,Youngstorget 1
1189,,,0,Gamle Oslo,Oslo,59.904728,10.787295,Kværnerbyen næringspark
1190,Olav Vs gate,1,161,Vika,Oslo,59.913929,10.732386,Olav Vs gate 1
1191,Bergensveien,8,963,Ammerud,Oslo,59.961096,10.882082,Bergensveien 8
1192,Mandalls gate,10,190,Vaterland,Oslo,59.911007,10.763015,Mandalls gate 10
1193,Fjordalléen,10,250,Aker Brygge,Oslo,59.909344,10.725136,Fjordalléen 10
1194,Konghellegata,5,569,Sindsen,Oslo,59.929735,10.779664,Konghellegata 5
1195,Grefsenveien,107,492,Kjelsås,Oslo,59.955958,10.786083,Grefsenveien 107
1196,Dronningens Gate,15,152,St. Hanshaugen,Oslo,59.910386,10.746016000000001,Dronningens Gate 15
1197,Frognerveien,1A,257,Ruselokka,Oslo,59.915147,10.717611,Frognerveien 1A
1198,Karenslyst Allé,9,278,Skøyen,Oslo,59.920521,10.683642,Karenslyst Allé 9
1199,Veitvetveien,8,596,Erich Mogensøns Vei,Oslo,59.943985,10.847813,Veitvetveien 8
