tilsynid,org_navn,orgnummer,adresse,postnr,poststed,kategori1,kategori2,kategori3,kategori4,karakter1,karakter2,karakter3,karakter4,total_karakter,dato,tilsynsbesoektype,tilsynsobjektid,sakref,status
Z2207121234184130240BEVVZ_TilsynAvtale,"Rush Trampolinepark, Søndre Nordstrand",916460260,ROSENHOLMVEIEN 22,1252,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,12072022,0,Z1606301455499790391XCDGP_Tilsynsobjekt,2022/146954,0
Z1804191114555420240WDCED_TilsynAvtale,The Fragnance of the Heart Coffee Club,985897409,FRIDTJOF NANSENS PLASS 2,0160,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,0,2,16042018,0,Z1006052100311171126LSRSN_Tilsynsobjekt,2018/80168,0
Z1808091419273280239NBPFO_TilsynAvtale,Mediterranean Grill AS,919812532,Torggata 34,0183,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,09082018,1,Z1807031605088693104NTJMQ_Tilsynsobjekt,2018/155204,0
Z2211231508135370240YMBTT_TilsynAvtale,Godt Brød Munch Brygge,922965447,Operagata 29,0194,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,3,0,0,3,23112022,0,Z2112160956385040371JNBOI_Tilsynsobjekt,2022/256111,0
Z2209010959177660239HFQMA_TilsynAvtale,Radisson RED Oslo Økern,928772020,Lørenfaret 3,0585,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,1,1,31082022,0,Z2206022155491730127CJBSI_Tilsynsobjekt,2022/188564,0
Z1801240920515000239VPKOR_TilsynAvtale,"Taste of Italy, Karenslyst alle 55",996079309,KARENSLYST ALLE 55,0277,Oslo,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,1,1,23012018,0,Z1411131515349510367LXUJZ_Tilsynsobjekt,2018/20941,0
Z1811281534170670240OJGHZ_TilsynAvtale,Nedre Foss Gård,915347304,Nordre gate 2,0551,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,0,1,28112018,0,Z1507021526469793251SVRAH_Tilsynsobjekt,2018/267490,0
Z2204211345067210239ATMCM_TilsynAvtale,Brasserie France Kasserollen Restaurantdrift as,983560342,ØVRE SLOTTSGATE 16,0157,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,21042022,0,Z1006052054353671127RZJEE_Tilsynsobjekt,2022/85385,0
Z1612190844491890239KHQVY_TilsynAvtale,JOE & THE JUICE Aker Brygge,915839118,BRYGGETORGET,0250,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,0,19122016,1,Z1511261940202503251NDAUR_Tilsynsobjekt,2016/193526,0
Z2001221649384200240PZOGV_TilsynAvtale,JOE & THE JUICE Aker Brygge,915839118,BRYGGETORGET,0250,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,0,2,22012020,0,Z1511261940202503251NDAUR_Tilsynsobjekt,2020/14635,0
Z1604191020153380240AXUQU_TilsynAvtale,Nydalen Bryggeri & Spiseri,911720426,Nydalsveien 30 A,0484,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,0,19042016,1,Z1307021332262763251IMTRO_Tilsynsobjekt,2016/81623,0
Z1810311501431880240XANXA_TilsynAvtale,Smalhans,996664600,WALDEMAR THRANES GATE 10,0171,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,31102018,0,Z1603291232506742025VREGD_Tilsynsobjekt,2018/235031,0
Z1708310951558550239YITLN_TilsynAvtale,Cafe Villa Grande,915056431,Huk Aveny 56,0286,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,1,2,31082017,1,Z1708281157427573204ALFPT_Tilsynsobjekt,2017/175179,0
Z2208171511341160240YCFRW_TilsynAvtale,Burger Joint,913749405,HOLMENS GATE 3,0250,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,1,1,17082022,0,Z1408150942156473252KLYAC_Tilsynsobjekt,2022/169639,0
Z2203041323539170240MGJPF_TilsynAvtale,Eat Thai Løren,927182122,Lørenveien 44,0259,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,1,0,0,0,04032022,1,Z2202161247319180372KIIBY_Tilsynsobjekt,2022/39198,0
Z2205201322375190240SDPSY_TilsynAvtale,Buddha Ramen Bar,923444998,Dronning Eufemias Gate 14,0191,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,20052022,0,Z2202091907451940127ZONQH_Tilsynsobjekt,2022/107749,0
Z1611251232054450239AYOVS_TilsynAvtale,Cafe Billabong,999237975,BOGSTADVEIEN 53A,0366,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,3,3,1,0,25112016,1,Z1609271315568573171EEKSZ_Tilsynsobjekt,2016/240944,0
Z2209191804438270240SAGMO_TilsynAvtale,Trancher,972384364,THORVALD MEYERS GATE 78,0550,Oslo,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,19092022,0,Z1006052056322221126WMENH_Tilsynsobjekt,2022/196848,0
Z1806141153287750239HZXGC_TilsynAvtale,Peloton,914918960,TORGGATA 35,0183,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,0,0,1,0,14062018,1,Z1510151614366403252QQLLU_Tilsynsobjekt,2018/127489,0
Z2301311651008360240BJTUG_TilsynAvtale,Khushi indian Cuisine,920951600,Seilduksgata 5C,0553,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,2,0,0,2,31012023,1,Z1909181412074970128CKAAP_Tilsynsobjekt,2023/11492,0
Z1907081518397060240OTAWY_TilsynAvtale,Xeast,915916589,Nydalsveien 33,0484,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,0,2,08072019,0,Z1612141025531193120NQQYJ_Tilsynsobjekt,2019/99811,0
Z2001271624177370240XLCJL_TilsynAvtale,Espresso House,917379289,STOVNER SENTER 3,0985,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,27012020,1,Z1608161419045190240TSGEJ_Tilsynsobjekt,2020/12734,0
Z1602181857435230240SYYQR_TilsynAvtale,Palace Grill Restaurant,972136778,SOLLIGATA 2,0254,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,0,0,2,18022016,0,Z1006052055463351189CMYUR_Tilsynsobjekt,2016/37503,0
Z2208171418384480239BHYKM_TilsynAvtale,Gunnars Generasjonsbar,919817917,Torggata 13,0181,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,2,1,0,2,17082022,0,Z1801111337480353251FXIWV_Tilsynsobjekt,2022/169500,0
Z1910091225213700240SXTUE_TilsynAvtale,Nord Bjølsen Bakeri,997287134,BERGENSGATA 12,0468,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,09102019,1,Z1806010935243302024NIHJD_Tilsynsobjekt,2019/162729,0
Z2209141511322480240SBBGX_TilsynAvtale,Hakuna Matata,922086273,Møllergata 38,0179,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,14092022,1,Z1904231036514053143SQXJG_Tilsynsobjekt,2022/182315,0
Z1802211434340880240HRVED_TilsynAvtale,Yo! Sushi,991464964,JERNBANETORGET 1,0154,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,0,1,21022018,0,Z1502050701269333251FMRDO_Tilsynsobjekt,2018/45983,0
Z1703210905410720239WPXJB_TilsynAvtale,Backstube Oslo City,916199422,Stenersgata 1 (Oslo City),0050,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,1,2,1,2,21032017,1,Z1702151458423293251RYBFQ_Tilsynsobjekt,2017/47181,0
Z2212081154505080240ASJVO_TilsynAvtale,L'Oasis Mazze,929177193,Trondheimsveien 14,0560,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,0,08122022,1,Z2205231353200291021RXXQO_Tilsynsobjekt,2022/252758,0
Z1904111452474830240GEWRS_TilsynAvtale,Pronto di Olivia avd. Oslo S,921594496,Jernbanetorget 6,0154,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,11042019,0,Z1904111439021680399VONSK_Tilsynsobjekt,2019/89444,0
Z2111152222178970239MCQUJ_TilsynAvtale,Fru Aasta AS,921172737,Østensjøveien 79,0667,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,15112021,0,Z2012141248269373163OAVOY_Tilsynsobjekt,2021/236246,0
Z1703131935519050239EBIIU_TilsynAvtale,Arte Pazza,887486212,ULLEVÅLSVEIEN 61,0171,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,2,2,13032017,0,Z1207101025389263132KJJFX_Tilsynsobjekt,2017/32173,0
Z2210181124249680239AVHMJ_TilsynAvtale,Null Null,929365631,Kongens Gate 5,0153,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,0,0,1,1,18102022,0,Z2209171007236910128UJLKA_Tilsynsobjekt,2022/226331,0
Z1601280937248140239BXPLN_TilsynAvtale,Prima Fila,972001198,FRIDTJOF NANSENS PLASS 5,0160,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,1,1,2,2,26012016,0,Z1006052055529761190SVKDT_Tilsynsobjekt,2016/20007,0
Z2205311414571690239KYWNN_TilsynAvtale,Galgen,817753922,Strømsveien 1,0657,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,3,2,0,3,31052022,0,Z1609091156179583251WZTFG_Tilsynsobjekt,2022/113075,0
Z2001161241084070239PSVUP_TilsynAvtale,Peppes Pizza avd. 21 Nydalen,985744211,NYDALSVEIEN 36,0483,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,16012020,0,Z1006052055492291127OYNLU_Tilsynsobjekt,2020/10588,0
Z1609131405206110239LMHMI_TilsynAvtale,Frognerseteren Restaurant,973212079,Holmenkollveien 200,0791,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,1,0,13092016,1,Z1511201148437512025FLXKI_Tilsynsobjekt,2016/181190,0
Z2109201245489930239DRXAC_TilsynAvtale,Oslo Raw Frogner,925137979,Skovveien 16,0257,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,1,17092021,0,Z2106221152093140384FODNG_Tilsynsobjekt,2021/188169,0
Z1709150901504730239ZYXIA_TilsynAvtale,Natraj Restaurant,880836862,Bygdøy Alle 8,0262,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,1,1,14092017,0,Z1006052055367151126HDHNR_Tilsynsobjekt,2017/188641,0
Z1702020931382040239LGSLQ_TilsynAvtale,Nam Nam Hauketo,993222844,HAUKETOVEIEN 8,1266,Oslo,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,02022017,1,Z1411240935435870393XWILC_Tilsynsobjekt,2017/17618,0
Z1906111512011400240URXDC_TilsynAvtale,Døgnvill Bar & Burger,998006945,MARIDALSVEIEN 13,0178,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,11062019,0,Z1202211713128293252CVNWK_Tilsynsobjekt,2019/136292,0
Z2302070927156260240XOZSC_TilsynAvtale,Illegal burger,914592224,Olaf Ryes plass 4,0179,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,0,0,07022023,1,Z1802151726584710392VWIYU_Tilsynsobjekt,2022/254859,0
Z2206091532430070239VVRLX_TilsynAvtale,KUMI Oslobukta,926596438,Operagata 71B,0194,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,2,0,0,2,09062022,0,Z2106250244139450128YOZLF_Tilsynsobjekt,2022/120894,0
Z1709080852090450240JFSXS_TilsynAvtale,Tullins Cafe Xenon Bar & Spiseri,980945073,Tullins gate 2,0166,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,0,2,06092017,0,Z1502251508133843159GFGDA_Tilsynsobjekt,2017/183695,0
Z1906111512088590240ONXSA_TilsynAvtale,Atelier Asian Tapas,998537010,VULKAN 5,0178,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,1,0,1,1,11062019,0,Z1401171218032710371EASDX_Tilsynsobjekt,2019/136256,0
Z1809171920501310240IJZBF_TilsynAvtale,W.B. Samson Sæter,917650411,Nordstrandveien 40,1163,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,0,2,17092018,0,Z1809031336409253178ENVNT_Tilsynsobjekt,2018/209220,0
Z1702071538308820240OAJPI_TilsynAvtale,"Hoppkafeen, Skimuseet",974112558,Kongeveien 5,0787,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,1,07022017,0,Z1009161030463111070HQUWV_Tilsynsobjekt,2017/18225,0
Z2107071246141650240YVZWY_TilsynAvtale,Villa Paradiso Munch Brygge,923486275,Operagata 1,0194,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,0,07072021,1,Z2106171137552430127SEGKS_Tilsynsobjekt,2021/132981,0
Z2208111621421510239XMFRU_TilsynAvtale,Ansjosen,927674998,Ullevålsveien 81,0454,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,11082022,0,Z2110111402341970128ULLVN_Tilsynsobjekt,2022/165816,0
Z1911151017036180240TLYCA_TilsynAvtale,Grand Café & Vinkjeller,985183007,Karl Johans Gate 31,0159,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,14112019,0,Z1610250925291973102YFJLU_Tilsynsobjekt,2019/252802,0
Z2201181521165650240YQLWR_TilsynAvtale,Cebiche AS,926365568,Mathallen Vulkan 5,0178,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,1,0,0,1,18012022,0,Z2012111412341990128ECSPC_Tilsynsobjekt,2022/11344,0
Z2209211616401770240AWEQK_TilsynAvtale,Handwerk Botaniske,916701721,Sars' gate 1,0562,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,3,2,2,3,21092022,0,Z1906250931195670380NEJCN_Tilsynsobjekt,2022/204698,0
Z1902281520201760240MXKMS_TilsynAvtale,Pascal Restaurant avd. Tollbugata,976853334,Tollbugata 11,0152,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,28022019,1,Z1401071340596143161EUXLF_Tilsynsobjekt,2019/38668,0
Z2204041438023360239SRPEJ_TilsynAvtale,Joe & the juice Skøyen,915839029,MESSEPROMENADEN 2,0279,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,1,1,04042022,0,Z1607290847388853185EPHXD_Tilsynsobjekt,2022/74487,0
Z1606271233185840240WVRWH_TilsynAvtale,Color Magic M/S - Oceanic a la carte,992068981,HJORTNESKAIA,0250,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,27062016,0,Z1407141241008210369QYQYS_Tilsynsobjekt,2016/140527,0
Z1901221056474380240OLOJK_TilsynAvtale,Punjabi Masala,972311308,TRONDHEIMSVEIEN 154,0570,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,18012019,0,Z1107110833570900171IKTJS_Tilsynsobjekt,2019/18570,0
Z2004091847458000240NVLMJ_TilsynAvtale,Punjabi Masala,972311308,TRONDHEIMSVEIEN 154,0570,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,2,2,09042020,1,Z1107110833570900171IKTJS_Tilsynsobjekt,2020/38119,0
Z2212151808228770239WHSYB_TilsynAvtale,To søstre,821801052,Sommerrogata 1,0255,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,2,0,0,2,15122022,0,Z2212151737192131016ICOAV_Tilsynsobjekt,2022/272198,0
Z1601071520147210240CRUEW_TilsynAvtale,Sabaki,913207297,KARL JOHANSGATE 39,0162,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,1,07012016,0,Z1411120915533613100SJNRW_Tilsynsobjekt,2016/3218,0
Z2207191305144840240CLTGM_TilsynAvtale,Baker Hansen Frogner,988862983,Skovveien 8,0257,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,19072022,0,Z2105140805377800383XPUFE_Tilsynsobjekt,2022/151374,0
Z2210031650119130240GUJWR_TilsynAvtale,Osushi,885000312,"Bergensveien 8, Grorudsenter,",0963,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,0,0,0,1,03102022,0,Z1712051309295893128CQCGF_Tilsynsobjekt,2022/214437,0
Z2204131017428650240CRCWE_TilsynAvtale,Frenchie,920540953,Henrik Ibsens gate 100,0255,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,12042022,0,Z1807151200171373251XDMVJ_Tilsynsobjekt,2022/81201,0
Z1612191125473680239ACYLD_TilsynAvtale,Terrassen Kafe Og Restaurant,979520999,Stovner Senter 3,0985,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,0,0,0,0,19122016,1,Z1612071253132003214ZSYIL_Tilsynsobjekt,2016/258587,0
Z1705121446516590240EAIXY_TilsynAvtale,Joe & the Juice Bogstadveien 21,998993210,BOGSTADVEIEN 21,0355,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,0,12052017,1,Z1608160848568323178CCYEU_Tilsynsobjekt,2017/93651,0
Z2212081250065750240IDESW_TilsynAvtale,Los Tacos,916919085,Europarådets plass 1,0154,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,08122022,0,Z1610211136290123251PWUJK_Tilsynsobjekt,2022/266902,0
Z1604251646486910240ILNKE_TilsynAvtale,New Anarkali Satwinder Singh,982855853,Thorvald Meyers gate 76,0550,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,1,1,25042016,0,Z1006052055371351127PVFSU_Tilsynsobjekt,2016/93463,0
Z1709291233119600240DANYG_TilsynAvtale,Kafé Tandem,974131226,Grefsenveien 26,0482,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,0,0,29092017,1,Z1705181117190223251VUHWC_Tilsynsobjekt,2017/160763,0
Z1604071938312160239OLJSA_TilsynAvtale,Cafe Sara,999273912,Hausmannsgate 29A,0182,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,07042016,1,Z1604071238281670239AOHQY_Tilsynsobjekt,2016/77261,0
Z2211021745126720240OXZMV_TilsynAvtale,Indi Gastrobar,925254290,Normannsgata 5B,0655,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,02112022,0,Z2107021849348770128HXNNX_Tilsynsobjekt,2022/239734,0
Z1905100956026300240CPVUE_TilsynAvtale,BURGER KING AVD 5007,915357679,C/O BURGER KING VALKYRIEGATEN 11,0366,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,09052019,0,Z1904021036561502024QXJOB_Tilsynsobjekt,2019/109917,0
Z1707101536459890239ZCUPS_TilsynAvtale,Skur 33,983157726,AKERSHUSSTRANDA 11,0150,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,2,2,10072017,0,Z1006052055112101126CVXPL_Tilsynsobjekt,2017/143248,0
Z1609280906452410240RWCJJ_TilsynAvtale,Baker Hansen A/S,991483489,NYDALSVEIEN 33,0484,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,1,1,27092016,0,Z1006052054222411127WZKGC_Tilsynsobjekt,2016/166784,0
Z2208231227385790240BDVWR_TilsynAvtale,Kafe Saba,992728213,Hollendergata 10,0190,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,1,1,23082022,0,Z1109221318018053251VTPQT_Tilsynsobjekt,2022/181828,0
Z1811131512056050240PNFRA_TilsynAvtale,Oslo kebab & pizza,921187777,Tøyengata 1,0190,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,3,3,2,3,13112018,1,Z1811130854011400388ZHZHP_Tilsynsobjekt,2018/255112,0
Z2205041535502620239NIONB_TilsynAvtale,Oslo kebab & pizza,921187777,Tøyengata 1,0190,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,0,0,0,2,04052022,1,Z1811130854011400388ZHZHP_Tilsynsobjekt,2022/91428,0
Z1704101629327240240MCCVO_TilsynAvtale,W.B. Samson AS,996814130,CECILIE THORENSENS VEI 17,1153,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,2,1,2,10042017,0,Z1608171209155403117KQKWA_Tilsynsobjekt,2017/77273,0
Z1611240924187090240NWQNI_TilsynAvtale,Delicatessen tapasbar,996506568,VIBES GATE 8,0356,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,0,0,24112016,1,Z1105091811423030136QEEMF_Tilsynsobjekt,2016/248480,0
Z2203011816419090240FSFQW_TilsynAvtale,Brasilia Oslo,922827591,Kronprinsesse Märthas plass 1,0160,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,1,1,01032022,0,Z2110022239043890127BRMFZ_Tilsynsobjekt,2022/49403,0
Z2002111428415580240CWEDT_TilsynAvtale,Skullerudstua,971957379,GENERAL RUGES VEI 106,0694,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,11022020,0,Z1701061614109933252QTIMI_Tilsynsobjekt,2020/19699,0
Z1602181938151780240HCBWY_TilsynAvtale,Sanguine Brasseri og Bar,991693637,KIRSTEN FLAGSTADS PLASS 1,0150,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,1,1,18022016,0,Z1006052056070391127SMZWP_Tilsynsobjekt,2016/37499,0
Z2209191432304150240BMZHV_TilsynAvtale,Brooklyn Burger Joint Oslo,918273816,Hagegata 22,0653,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,2,2,19092022,0,Z1612011453299893252SYSIV_Tilsynsobjekt,2022/67322,0
Z1904112122469400240QLIPX_TilsynAvtale,Tiffany`s,921649673,Bentsebrugata 31D,0469,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,0,2,11042019,0,Z1903291011563973123CMKAM_Tilsynsobjekt,2019/77331,0
Z1807041155504290240DKHOV_TilsynAvtale,Munchies Løkka,914105897,THORVALD MEYERSGATE 36,0555,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,0,04072018,1,Z1501281857378103251VWBHY_Tilsynsobjekt,2018/136753,0
Z2002111014552820239GGFXY_TilsynAvtale,The Fragnance of the Heart Coffee Club,985897409,FRIDTJOF NANSENS PLASS 2,0160,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,11022020,1,Z1006052100311171126LSRSN_Tilsynsobjekt,2020/20657,0
Z2210101422513430240IAZVV_TilsynAvtale,FRESH SUSHI HELSFYR AS,923423990,Grensesvingen 7,0661,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,10102022,1,Z2005020142547520127EGIPG_Tilsynsobjekt,2022/211983,0
Z2210181332001260239ZFUDP_TilsynAvtale,Jensens Bøfhus AS,997778014,Stortingsgata 2,0158,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,18102022,0,Z2008271238391560128BGBFV_Tilsynsobjekt,2022/221963,0
Z1902050717210700240KUHLU_TilsynAvtale,Sørkedalen Landhandel,989725009,Sørkedalsveien 1014,0758,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,04022019,0,Z1006052056241671127BTTEF_Tilsynsobjekt,2019/26701,0
