organisasjonsnummer,navn,registreringsdatoEnhetsregisteret,registrertIMvaregisteret,antallAnsatte,stiftelsesdato,registrertIForetaksregisteret,registrertIStiftelsesregisteret,registrertIFrivillighetsregisteret,konkurs,underAvvikling,underTvangsavviklingEllerTvangsopplosning,maalform,organisasjonsform_kode,organisasjonsform_beskrivelse,organisasjonsform__links_self_href,naeringskode1_beskrivelse,naeringskode1_kode,forretningsadresse_land,forretningsadresse_landkode,forretningsadresse_postnummer,forretningsadresse_poststed,forretningsadresse_adresse,forretningsadresse_kommune,forretningsadresse_kommunenummer,links_self_href
927526891,SUSHI HOLMLIA AS,2021-08-12,False,0.0,2021-04-26,True,False,False,True,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,1255,OSLO,['Holmlia Senter vei 10'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/927526891
926646419,MANDI RESTAURANT AS,2021-02-22,False,0.0,2021-02-09,True,False,False,True,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0578,OSLO,['Tøyengata 29A'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/926646419
921505337,PUNJAB LØKKA AS,2018-10-04,True,21.0,2018-09-13,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0552,OSLO,['Olaf Ryes plass 10'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/921505337
911956535,SAMI A N RESTAURANTDRIFT AS,2013-05-16,True,5.0,2013-05-07,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av gatekjøkken,56.102,Norge,NO,0190,OSLO,"['c/o Subway Grønland', 'Grønlandsleiret 23']",OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/911956535
918928405,FURSET CATERING AS,2017-05-05,True,133.0,2017-03-31,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Cateringvirksomhet,56.210,Norge,NO,0976,OSLO,['Østre Aker vei 243'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/918928405
930727334,SVINGEN HOSPITALITY AS,2023-01-27,True,0.0,2023-01-03,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,47.111,Norge,NO,0192,OSLO,['Ekebergveien 11'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/930727334
928546861,BARRAMON SOMMERRO AS,2022-01-14,True,12.0,2021-12-07,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0198,OSLO,['Sundveien 1B'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/928546861
919741570,OCULUS CAPITAL AS,2017-10-26,True,26.0,2017-10-02,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0167,OSLO,"['V/ Rust', 'Hegdehaugsveien 22A']",OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/919741570
953964333,BIG HORN STEAK HOUSE AS,1995-03-12,True,66.0,1989-10-31,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0250,OSLO,"['Aker Brygge', 'Fjordalléen 2']",OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/953964333
928334562,PEPPERKODEN AS,2021-12-14,True,18.0,2021-11-02,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0191,OSLO,['Dronning Eufemias gate 14'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/928334562
923161023,KYLLING & PIZZA AS,2019-08-06,True,21.0,2019-06-19,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0986,OSLO,['Tokerudberget 16'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/923161023
924579862,KASTELLET DRIFT AS,2020-02-11,True,26.0,2019-11-07,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0181,OSLO,['Torggata 11'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/924579862
980147622,DELICATESSEN GRÜNERLØKKA AS,1998-09-30,True,24.0,1998-08-01,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0550,OSLO,['Søndre gate 8'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/980147622
922433704,EFF EFF AS,2019-03-22,True,10.0,2019-01-09,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0177,OSLO,['Fredensborgveien 22A'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/922433704
915000967,SUK-SAN AS,2015-02-19,True,15.0,2015-02-05,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Cateringvirksomhet,56.210,Norge,NO,0890,OSLO,"['c/o Pratthana Silaporn', 'Gamle Maridalsvei 110']",OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/915000967
917444250,SIMON INVEST AS,2016-07-07,True,5.0,2016-06-13,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0477,OSLO,['Vogts gate 64'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/917444250
914192900,JROMANO AS,2014-10-02,True,14.0,2014-08-26,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0153,OSLO,"['Steen & Strøm Magasin', 'Kongens gate 23']",OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/914192900
919035080,NORDSTRAND SUSHI AS,2017-05-22,True,15.0,2017-04-01,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,1166,OSLO,['Ekebergveien 230'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/919035080
960317947,GOD MAT AS,1995-02-20,True,27.0,1991-03-18,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0265,OSLO,['Balchens gate 5'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/960317947
991098577,SUB 1 AS,2007-04-12,True,64.0,2007-03-22,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av gatekjøkken,56.102,Norge,NO,4848,ARENDAL,['Moldfaret 2G'],ARENDAL,4203,https://data.brreg.no/enhetsregisteret/api/enheter/991098577
814599892,CUISINE VITAMIN AS,2014-12-11,True,18.0,2014-11-06,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Butikkhandel med bakervarer og konditorvarer,47.241,Norge,NO,0153,OSLO,['Kirkegata 15'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/814599892
921486456,CULTIVATE FOOD AS,2018-10-03,True,37.0,2018-08-29,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Engroshandel med spesialisert utvalg av nærings- og nytelsesmidler ikke nevnt annet sted,46.389,Norge,NO,1396,BILLINGSTAD,['Pustutveien 18'],ASKER,3025,https://data.brreg.no/enhetsregisteret/api/enheter/921486456
958596936,MALIK BISTRO FROGNER AS,1995-02-19,False,0.0,1990-04-30,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,1283,OSLO,['Stenbråtveien 91G'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/958596936
917533695,BRINIS & HANSEN AS,2016-08-05,True,9.0,2016-07-20,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av gatekjøkken,56.102,Norge,NO,0188,OSLO,['Grønland 12B'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/917533695
929549287,REFRESH VIA VILLAGE AS,2022-08-04,True,6.0,2022-07-04,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av barer ellers,56.309,Norge,NO,0251,OSLO,['Munkedamsveien 29'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/929549287
916020732,YAN ZHONG LIN RESTAURANT AS,2015-10-13,True,4.0,2015-09-05,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,1150,OSLO,['Langbølgen 3'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/916020732
893105182,ØSTMARKSETEREN RESTAURANT Jan Erik Engblom,2008-09-27,True,23.0,,True,False,False,False,False,False,Bokmål,ENK,Enkeltpersonforetak,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/ENK,Drift av restauranter og kafeer,56.101,Norge,NO,0687,OSLO,['Østmarkveien'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/893105182
977498201,CAFE TEKEHTOPA AS,1997-05-02,True,31.0,1997-03-04,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0165,OSLO,['St. Olavs plass 2'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/977498201
986113258,BAKER RIGAL / FOOD FOR THOUGHT,2003-10-04,True,5.0,,True,False,False,False,False,False,Bokmål,ENK,Enkeltpersonforetak,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/ENK,Produksjon av brød og ferske konditorvarer,10.710,Norge,NO,0587,OSLO,['Disengrenda 24C'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/986113258
925677418,GRAINS MATHALLEN AS,2020-09-22,True,8.0,2020-06-17,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Butikkhandel med bakervarer og konditorvarer,47.241,Norge,NO,0178,OSLO,['Vulkan 5'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/925677418
983194222,FESTNINGEN RESTAURANT AS,2001-04-05,True,77.0,2001-03-01,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Cateringvirksomhet,56.210,Norge,NO,0151,OSLO,"['Myntgata 9', 'Festningen bygg 22']",OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/983194222
927642271,LOS TACOS STEEN OG STRØM AS,2021-09-02,True,13.0,2021-08-16,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0157,OSLO,['Nedre Slottsgate 8'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/927642271
998657792,FUSION FOOD AS,2012-08-11,True,9.0,2012-07-19,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0655,OSLO,['Normannsgata 5B'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/998657792
922310211,OSLOVES PIZZA AS,2019-04-01,True,5.0,2019-02-15,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0585,OSLO,['Lørenveien 60'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/922310211
819177252,ARIA NCT AS,2017-06-27,True,6.0,2017-05-10,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0266,OSLO,['Odins gate 1C'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/819177252
915888585,XEAST AS,2015-09-08,True,26.0,2015-07-13,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0484,OSLO,['Nydalsveien 33'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/915888585
822942652,WASABI SUSHI DRIFT AS,2019-06-21,True,18.0,2019-05-09,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0653,OSLO,['Hagegata 22'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/822942652
917235198,SILVER CHOPSTICKS & SUSHI AS,2016-05-30,True,5.0,2016-05-09,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0474,OSLO,['Vogts gate 38'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/917235198
976633113,BRASSERIE HANSKEN AS,1996-08-12,True,0.0,1996-08-01,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0151,OSLO,['Rådhusgata 32'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/976633113
913013034,TULLINS CAFE AS,2014-01-02,True,39.0,2013-11-21,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0166,OSLO,['Tullins gate 2'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/913013034
992206381,SMARTHOTEL OSLO AS,2008-02-02,True,37.0,2008-01-17,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,"Drift av hoteller, pensjonater og moteller uten restaurant",55.102,Norge,NO,4313,SANDNES,['Luramyrveien 12'],SANDNES,1108,https://data.brreg.no/enhetsregisteret/api/enheter/992206381
918911847,RIS BOLLE THAI CAFÉ AS,2017-04-27,True,29.0,2017-03-06,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0154,OSLO,['Dronningens gate 25'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/918911847
920287298,FARIBARZ AS,2018-01-29,True,0.0,2018-01-09,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av gatekjøkken,56.102,Norge,NO,1051,OSLO,['Trygve Lies plass 1'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/920287298
920604412,THE GREASY HOUSE AS,2018-03-14,True,0.0,2018-02-09,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0463,OSLO,['Arendalsgata 14'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/920604412
816607922,JAPO SUSHI FROGNER AS,2016-01-22,True,2.0,2016-01-01,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0257,OSLO,['Frognerveien 1B'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/816607922
965497633,BP PUBUTVIKLING AS,1995-02-20,True,20.0,1992-10-01,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av puber,56.301,Norge,NO,0151,OSLO,['Rådhusgata 32'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/965497633
920799396,BELLA GRILL HOUSE AS,2018-04-27,True,13.0,2018-04-18,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0182,OSLO,['Storgata 45'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/920799396
923031480,RESTAURANT STALLEN AS,2019-07-05,True,21.0,2019-05-22,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0354,OSLO,['Underhaugsveien 28'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/923031480
915245595,SUSHI HUSET RØA AS,2015-04-16,True,11.0,2015-03-25,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0751,OSLO,['Vækerøveien 195C'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/915245595
994216929,PILJO AS,2009-06-17,True,4.0,2009-06-07,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Cateringvirksomhet,56.210,Norge,NO,0555,OSLO,['Thorvald Meyers gate 14'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/994216929
928120724,REVIER AS,2021-11-12,True,34.0,2021-10-01,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0153,OSLO,['Kongens gate 5'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/928120724
980426106,CHINATOWN ZHANG ZHI PING,1999-02-03,True,3.0,,True,False,False,False,False,False,Bokmål,ENK,Enkeltpersonforetak,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/ENK,Drift av restauranter og kafeer,56.101,Norge,NO,0366,OSLO,"['Valkyriegata 15', 'Majorstua']",OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/980426106
998033926,SJAKK MATT VIKA AS,2012-02-28,True,11.0,2012-02-22,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0161,OSLO,['Haakon VIIs gate 5'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/998033926
990564728,YOUNG FOOD AS,2006-11-30,True,25.0,2006-11-18,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0181,OSLO,['Youngstorget 1'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/990564728
990778590,LEOS LEKELAND NORGE AS,2007-01-31,True,330.0,2007-01-15,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Fritidsetablissement,93.292,Norge,NO,1361,ØSTERÅS,['Grini Næringspark 8'],BÆRUM,3024,https://data.brreg.no/enhetsregisteret/api/enheter/990778590
996075303,NEW ASIAN CUISINE AS,2010-10-21,True,3.0,2010-09-16,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0161,OSLO,['Olav Vs gate 4'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/996075303
917405840,OSUSHI AS,2016-06-30,True,4.0,2016-06-08,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0963,OSLO,['Bergensveien 8'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/917405840
924601019,EVEN ESPRESSOBAR AS,2020-02-13,True,6.0,2020-01-08,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0190,OSLO,['Mandalls gate 10'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/924601019
923592881,KVEITEMJØL AS,2019-10-11,True,15.0,2019-09-24,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Produksjon av brød og ferske konditorvarer,10.710,Norge,NO,0250,OSLO,['Fjordalléen 10'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/923592881
922597995,NEW SHALIMAR AS,2019-04-06,True,5.0,2019-02-15,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0569,OSLO,['Konghellegata 5'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/922597995
921067984,XIN CHAO AS,2018-06-27,True,9.0,2018-06-01,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0492,OSLO,['Grefsenveien 107'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/921067984
925120863,BASSO OSLO AS,2020-05-27,True,42.0,2020-05-18,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0152,OSLO,['Dronningens gate 15'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/925120863
919843888,ROTI CHAI AS,2017-11-03,True,21.0,2017-10-24,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0257,OSLO,['Frognerveien 1'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/919843888
816607892,JAPO SUSHI SKØYEN AS,2016-01-22,True,11.0,2016-01-01,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0278,OSLO,['Karenslyst allé 9'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/816607892
816565812,DRABANTEN SPISERI & CATERING AS,2016-01-14,True,12.0,2016-01-05,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0596,OSLO,['Veitvetveien 8'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/816565812
981061586,NOAHS ARK AS,1999-10-01,True,13.0,1999-07-01,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0555,OSLO,['Thorvald Meyers gate 23'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/981061586
987127554,ORIENTAL CUISINE RESTAURANTDRIFT AS,2004-08-16,True,10.0,2004-07-31,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0159,OSLO,['Arbeidergata 2'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/987127554
921727038,SULT 29 AS,2018-11-19,True,59.0,2018-10-31,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Cateringvirksomhet,56.210,Norge,NO,0350,OSLO,['Parkveien 29'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/921727038
999031803,MISTER INDIA RESTAURANT AS,2012-10-22,True,25.0,2012-10-05,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0154,OSLO,['Dronningens gate 19-21'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/999031803
997097246,SUDØST RESTAURANT AS,2011-07-06,True,104.0,2011-06-20,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0560,OSLO,['Trondheimsveien 5'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/997097246
918064370,SUB 11 AS,2016-11-17,True,11.0,2016-10-28,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av gatekjøkken,56.102,Norge,NO,4848,ARENDAL,['Moldfaret 2G'],ARENDAL,4203,https://data.brreg.no/enhetsregisteret/api/enheter/918064370
925898619,SHADYS GRUPPEN AS,2020-11-11,True,13.0,2020-09-01,True,False,False,False,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0181,OSLO,"['Oslo Street Food', 'Torggata 16']",OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/925898619
927269813,SHARMA AS,2021-06-15,False,0.0,2021-06-01,True,False,False,True,False,False,Bokmål,AS,Aksjeselskap,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/AS,Drift av restauranter og kafeer,56.101,Norge,NO,0368,OSLO,['Kirkeveien 57'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/enheter/927269813
